scheme_id,known_feasible,capability_score,price_wan,stroke_mm,rated_thrust_n,peak_thrust_n,speed_mm_s,accuracy_mm,response_time_ms,temp_low_c,temp_high_c,duty_cycle_pct,mass_kg,salt_spray_h,protection_grade,manual_emergency,self_lock,position_feedback,overload_protection,self_diagnosis
VIRTUAL-0148,1,44.4826,17.5648,86.7172,15763.3903,23202.0736,17.7009,0.81968,291.0107,-19.7114,98.3493,75.9593,17.2436,216.0,65.0,1,1,1,1,1
VIRTUAL-0149,1,41.226,11.8625,56.9623,9572.6021,14930.5124,22.0187,0.82339,293.6564,-48.9906,61.9248,74.7158,9.3968,72.0,55.0,0,1,1,0,1
VIRTUAL-0150,1,39.2424,12.3134,178.0862,4874.6952,8164.0597,9.5584,0.38583,322.3038,-59.0332,92.0534,29.3506,12.4387,72.0,55.0,1,1,1,1,1
VIRTUAL-0151,1,61.8756,16.5561,133.4801,12984.2633,20774.1519,83.1361,0.30043,135.6082,-46.2515,67.1872,75.526,12.6791,0.0,54.0,1,1,1,1,1
VIRTUAL-0152,0,43.6823,18.2663,87.6714,12646.0203,18378.0618,38.5179,0.58319,218.8734,-28.7082,99.1484,76.6152,13.8158,168.0,65.0,0,0,1,1,0
VIRTUAL-0153,0,39.0175,17.3842,88.0124,13127.9079,19900.1132,16.269,0.62391,254.5445,-35.7349,84.6346,88.9995,14.4521,96.0,55.0,0,1,1,1,1
VIRTUAL-0154,1,60.716,19.4948,135.0097,16202.9688,26359.3779,17.6542,0.47111,259.2834,-40.5123,91.2773,91.2134,17.0681,72.0,55.0,1,1,1,1,1
VIRTUAL-0155,1,43.5806,12.3185,120.4754,4154.178,6000,79.1511,0.15757,119.1565,-42.2249,69.3397,52.8251,6.8274,0.0,55.0,0,0,1,1,0
VIRTUAL-0156,1,40.4274,13.4511,95.9982,9403.7684,13462.6986,44.9228,0.13197,190.4434,-39.9549,92.0674,63.0451,12.2154,120.0,65.0,0,1,0,1,0
VIRTUAL-0157,0,48.6669,17.5103,75.2784,10840.1213,17615.8482,53.622,0.82033,205.8859,-48.7399,96.7547,85.0884,12.9917,240.0,65.0,1,1,0,1,1
VIRTUAL-0158,1,45.7017,17.0714,135.8737,17839.0019,29993.1533,18.6025,0.39313,283.788,-54.7576,66.2639,86.6357,17.0942,96.0,55.0,0,0,1,1,1
VIRTUAL-0159,1,27.6601,14.6187,63.887,10788.4684,17721.9678,6.5448,0.27382,299.6707,-11.392,59.7077,89.9121,8.5677,96.0,55.0,1,1,0,0,1
VIRTUAL-0160,1,35.4023,11.7284,200.9758,4982.5466,6661.51,60.664,0.06407,131.7666,-32.8141,96.2658,35.2216,9.2091,0.0,54.0,1,1,1,0,1
VIRTUAL-0161,0,32.1561,18.1318,75.1669,17005.7525,25650.934,62.5274,0.76229,197.3376,-23.4929,69.9866,83.2638,14.196,96.0,55.0,0,1,1,0,1
VIRTUAL-0162,1,37.2737,14.9361,162.0782,10204.1567,15795.006,75.0353,0.4471,171.3577,-15.2956,57.6952,45.3071,12.6226,168.0,65.0,0,0,0,1,0
VIRTUAL-0163,1,45.5161,15.6093,175.0457,9258.9426,13412.2966,55.2731,0.08195,191.7707,-14.0263,75.2133,91.0127,12.3267,168.0,65.0,0,0,1,1,0
VIRTUAL-0164,1,58.0841,14.2808,209.6976,12799.8524,19220.6816,35.6775,0.11235,209.725,-39.8913,91.8757,48.9947,13.5262,0.0,54.0,1,1,0,1,0
VIRTUAL-0165,1,51.0122,15.1689,81.2447,14897.6095,23472.8072,76.2352,0.32626,164.8072,-47.683,56.1564,23.7735,13.4017,120.0,55.0,0,1,1,1,1
VIRTUAL-0166,1,47.1732,15.5578,146.1931,6623.2916,9594.2636,68.7095,0.36893,187.0751,-31.9246,69.0056,47.521,11.9173,240.0,68.0,1,0,1,1,0
VIRTUAL-0167,1,37.1252,15.1922,172.9036,5310.1127,8342.7866,26.2957,0.09101,245.236,-39.0634,59.2061,97.009,9.591,240.0,65.0,0,1,1,1,1
VIRTUAL-0168,1,40.8173,17.3829,116.6006,7431.6497,11460.3512,77.7963,0.77893,143.4823,-32.3149,90.7639,53.9797,11.9536,168.0,65.0,1,1,1,1,1
VIRTUAL-0169,1,45.4633,17.5645,88.7241,11598.1593,19153.373,58.9717,0.97541,190.116,-43.1813,78.6276,92.4607,13.7234,120.0,65.0,1,1,1,1,0
VIRTUAL-0170,0,43.2604,13.9535,179.542,13119.7377,19029.8257,14.525,0.37792,309.0022,-55.4316,66.105,56.5716,15.7898,72.0,55.0,0,0,1,1,0
VIRTUAL-0171,1,60.4819,18.8004,104.5839,17210.229,26038.9436,55.1779,0.1138,167.0049,-42.6805,99.209,41.6366,17.0013,120.0,65.0,1,0,1,1,1
VIRTUAL-0172,1,43.5324,16.4451,103.852,9135.8398,13465.5634,75.022,0.25235,112.052,-50.6171,58.553,42.4792,11.7234,168.0,65.0,0,1,0,1,1
VIRTUAL-0173,1,50.9905,12.9205,56.5522,4371.7662,7536.7319,72.1751,0.14082,135.4055,-33.9574,93.5148,91.8932,9.3144,48.0,54.0,0,1,0,1,1
VIRTUAL-0174,1,55.9029,20.8042,78.9598,17817.5866,27881.8911,63.6825,0.54487,197.9605,-25.7886,98.8497,43.6919,17.2425,216.0,65.0,1,1,1,1,0
VIRTUAL-0175,1,28.6666,11.0521,71.9057,6714.4685,10202.8057,21.2005,0.84352,276.3015,-13.5557,77.1055,26.5824,8.7413,72.0,54.0,0,1,1,0,1
VIRTUAL-0176,1,49.7184,14.8887,85.9732,15144.3454,23313.049,16.8631,0.47909,257.5986,-47.3086,84.3004,61.852,14.4364,0.0,54.0,0,0,1,1,0
VIRTUAL-0177,1,28.4089,12.8995,117.7898,6581.0884,8913.5009,26.8876,0.87465,262.9374,-39.3858,77.017,65.726,11.2716,120.0,65.0,1,1,0,1,1
VIRTUAL-0178,1,53.2825,13.344,92.5426,9271.2947,14383.276,85.5953,0.42803,110.0459,-39.1049,84.4234,51.8502,10.6963,24.0,55.0,0,1,1,1,1
VIRTUAL-0179,1,41.8862,11.115,124.7597,6876.6838,10875.9535,60.902,0.55267,190.1087,-23.0261,76.9292,56.0145,9.7145,72.0,55.0,0,0,1,1,0
VIRTUAL-0180,1,46.9453,15.4971,78.9753,13082.8216,20392.8747,48.511,0.92662,207.1597,-26.7569,98.3906,78.1342,13.5069,72.0,55.0,0,0,1,1,0
VIRTUAL-0181,1,49.4576,12.3544,197.373,8121.0,12622.1802,58.3741,0.0663,131.0941,-22.3224,91.9377,29.7896,10.8766,24.0,54.0,1,1,0,1,0
VIRTUAL-0182,1,43.1398,15.912,139.2038,17425.6086,26967.2523,48.773,0.82565,201.1065,-48.7389,61.1575,47.4403,18.0591,96.0,55.0,0,1,1,1,1
VIRTUAL-0183,1,48.8154,18.1384,77.4914,7721.8345,11467.0158,72.5613,0.31356,145.4145,-43.1972,73.6493,47.9016,12.5525,216.0,65.0,0,1,1,1,1
VIRTUAL-0184,1,34.5782,15.5323,138.0048,11325.3002,18329.76,9.6448,0.46616,303.6693,-20.0188,94.869,41.4746,13.8777,168.0,65.0,1,1,0,1,0
VIRTUAL-0185,1,38.2228,15.6972,162.0735,16336.9487,25177.754,41.7571,0.99302,247.4584,-12.9597,60.3674,65.4554,16.7283,120.0,65.0,1,0,1,1,0
VIRTUAL-0186,0,24.4268,10.8105,191.5187,4462.7808,6000,55.5872,0.51404,202.0026,-14.1852,84.4035,64.6911,9.176,48.0,55.0,0,1,1,1,0
VIRTUAL-0187,1,63.3847,21.011,120.6312,17239.3378,26751.2893,74.0795,0.79191,189.1073,-30.372,68.0021,81.6841,16.3728,216.0,68.0,0,1,1,1,0
VIRTUAL-0188,1,29.1535,15.1657,179.5678,15826.1782,24237.997,6.7571,0.34278,290.8423,-42.7945,70.4177,37.0664,15.9427,240.0,66.0,1,1,1,0,0
VIRTUAL-0189,1,29.2986,14.026,188.4448,10666.6169,16376.9961,17.659,0.56481,276.8519,-20.2533,93.8471,21.8631,14.4744,120.0,55.0,1,1,1,1,0
VIRTUAL-0190,1,58.9924,17.2156,87.1619,17137.0252,26138.1824,48.4678,0.55596,199.9671,-35.871,94.7125,29.3919,15.974,0.0,55.0,1,0,1,1,1
VIRTUAL-0191,1,28.6171,12.9103,139.9987,5001.6772,8485.1782,28.3752,0.08135,256.3805,-16.9215,85.1592,94.5726,9.2538,120.0,55.0,0,0,1,1,1
VIRTUAL-0192,1,59.5386,14.8871,89.389,14357.4575,20972.4261,76.0935,0.15791,179.4161,-12.829,75.8718,44.8823,12.1129,24.0,55.0,1,1,0,1,0
VIRTUAL-0193,1,48.9863,18.0419,56.1303,16929.0358,25539.3804,72.257,0.23922,149.1289,-14.4842,62.6267,73.8467,12.4463,48.0,55.0,1,1,0,1,0
VIRTUAL-0194,1,39.9128,14.7702,75.3928,5878.5027,10386.3125,64.4748,0.20702,186.361,-35.1674,74.9604,96.6768,9.7321,168.0,65.0,0,0,0,1,0
VIRTUAL-0195,0,28.537,17.1489,167.4392,12216.3757,18808.877,10.2077,0.43431,337.1327,-38.8058,81.3145,89.0339,17.3221,240.0,65.0,1,0,1,1,1
VIRTUAL-0196,1,27.8661,9.3528,60.4945,4551.9008,7085.0878,14.7092,0.21248,302.48,-25.0363,84.5762,61.9718,4.7855,24.0,55.0,1,1,1,1,0
VIRTUAL-0197,1,52.8386,16.2192,179.9282,15212.1058,24341.0104,62.4725,0.42577,172.8338,-13.0652,72.3514,37.2941,13.3255,24.0,55.0,0,1,1,1,0
VIRTUAL-0198,1,57.3209,17.6434,135.0827,7376.4776,11439.1316,68.7262,0.38991,146.5409,-40.2701,72.1649,86.9081,11.6232,240.0,68.0,0,1,1,1,1
VIRTUAL-0199,0,37.2229,17.8926,69.4367,16652.4311,26435.1674,13.7259,0.44113,247.5843,-41.4953,90.0279,76.7108,14.5176,96.0,65.0,1,1,0,1,1
VIRTUAL-0200,1,70.3909,18.3938,139.655,15103.9205,23809.6251,83.0694,0.11766,114.4911,-29.1796,77.3124,92.8682,13.5859,0.0,55.0,1,1,1,1,1
VIRTUAL-0201,1,45.2063,11.5181,109.4192,5583.4685,8039.0428,52.9616,0.39814,195.447,-40.6991,99.3278,77.3809,8.6742,48.0,55.0,0,0,0,1,0
VIRTUAL-0202,1,14.7501,8.7711,167.6776,4129.3658,6000,11.3753,0.8777,315.9232,-15.5458,93.9566,24.6526,9.6233,0.0,54.0,0,0,0,1,1
VIRTUAL-0203,1,58.7745,14.4398,78.9719,7897.0407,11776.7923,64.0915,0.13245,146.0993,-34.4121,99.4024,72.425,10.8566,0.0,54.0,1,1,1,1,1
VIRTUAL-0204,1,39.4565,13.2678,82.7071,13496.7267,21482.2848,16.7342,0.41511,274.8472,-32.329,56.4419,43.3229,11.3324,48.0,55.0,0,0,0,1,0
VIRTUAL-0205,1,48.6492,12.6266,179.0183,7158.3912,12476.826,20.6184,0.17126,292.2314,-35.3397,98.9933,97.4231,10.2886,24.0,54.0,1,1,0,1,1
VIRTUAL-0206,1,50.6892,20.6633,54.6199,16203.6726,24364.6462,84.2412,0.43995,93.7537,-56.6073,69.8405,79.6682,17.0127,216.0,65.0,0,1,0,1,1
VIRTUAL-0207,0,40.2207,16.696,166.6482,4424.802,8581.7665,82.1871,0.73042,114.7439,-55.9875,84.2076,78.7069,13.0796,216.0,65.0,1,0,1,1,1
VIRTUAL-0208,1,33.6886,16.9954,166.7298,8165.1385,13741.3843,38.813,0.61266,200.2074,-22.0082,91.2806,64.4509,15.1641,216.0,66.0,0,1,0,1,1
VIRTUAL-0209,1,52.4662,19.7624,201.8197,17230.3646,27859.7558,70.1174,0.8411,182.6667,-28.5104,94.3574,60.4584,19.7877,216.0,65.0,0,0,1,1,0
VIRTUAL-0210,1,50.0564,14.2103,171.872,7304.2786,11951.2769,79.0852,0.73034,159.5331,-51.0064,68.8524,99.0143,10.943,48.0,55.0,0,0,0,1,1
VIRTUAL-0211,0,53.8564,16.1782,200.538,17698.9986,27747.1731,50.4469,0.13017,206.0951,-17.3989,89.8559,47.0153,16.2072,48.0,55.0,1,1,1,0,1
VIRTUAL-0212,1,29.5971,10.4039,86.6273,6628.8181,9748.9008,8.1366,0.56543,288.1467,-49.4922,73.913,73.1751,10.9387,48.0,55.0,0,0,0,0,0
VIRTUAL-0213,1,73.1009,18.6286,195.4806,16745.1796,26122.2697,72.3979,0.47247,170.1629,-56.6291,85.8206,98.1607,16.1332,48.0,55.0,1,1,1,1,0
VIRTUAL-0214,1,48.7735,16.4152,131.3238,16100.0829,26762.7046,39.0863,0.86556,269.9992,-34.092,57.5655,85.6473,12.4039,0.0,55.0,0,0,1,1,0
VIRTUAL-0215,0,41.541,15.9981,170.6131,8227.712,13431.1745,62.1124,0.18398,142.477,-24.2963,74.9218,91.5091,13.9177,168.0,65.0,0,0,1,1,0
VIRTUAL-0216,1,37.2151,16.0193,68.9995,11233.6575,16780.4716,51.1204,0.90252,182.6344,-22.9239,91.6232,38.6268,11.1755,96.0,65.0,0,0,1,1,1
VIRTUAL-0217,1,53.498,19.9021,74.5498,15718.9523,24838.3967,56.3537,0.14138,196.6906,-28.1474,81.7507,56.0152,15.1798,168.0,65.0,0,0,1,1,1
VIRTUAL-0218,1,36.1245,16.1447,167.9031,5951.2973,8647.6438,73.2514,0.52868,164.5464,-41.3371,84.3652,59.234,11.9431,168.0,65.0,0,1,1,0,1
VIRTUAL-0219,1,53.4358,17.8349,97.893,9430.9543,14304.1023,66.8893,0.13005,176.3157,-28.7478,99.8737,87.1869,14.0771,168.0,65.0,1,1,1,1,0
VIRTUAL-0220,1,45.6235,16.0574,200.9431,12268.0282,19424.5958,89.6611,0.55239,159.3229,-12.6564,61.8559,33.8695,16.1946,72.0,55.0,0,0,1,1,0
VIRTUAL-0221,1,55.9443,17.4842,198.9849,13432.205,21322.5766,88.8812,0.44601,92.0886,-55.0994,68.3008,99.419,13.8814,96.0,55.0,1,0,1,1,0
VIRTUAL-0222,1,35.0584,15.4418,121.2481,5025.5676,9025.4584,47.2469,0.62004,237.5078,-52.1924,81.5587,58.4614,11.0613,240.0,66.0,0,1,1,1,0
VIRTUAL-0223,1,48.9533,17.1571,152.7435,9419.3899,15799.7534,87.8964,0.14329,75.5321,-10.8926,62.4938,78.5957,12.5425,216.0,65.0,0,1,1,1,1
VIRTUAL-0224,1,51.7024,15.8659,54.0138,11712.8007,17167.659,82.9548,0.71833,160.2502,-43.1512,68.1513,70.0052,11.1621,48.0,55.0,0,1,1,1,0
VIRTUAL-0225,1,12.7757,14.8206,184.2793,5317.131,7164.494,40.5971,0.7809,259.7114,-59.1227,59.1435,43.6345,12.4884,216.0,65.0,0,1,1,1,1
VIRTUAL-0226,1,42.4864,13.1908,192.8454,7440.7932,10465.941,57.1886,0.54931,170.9257,-28.8951,82.9231,74.4484,11.2222,48.0,55.0,0,1,0,1,0
VIRTUAL-0227,1,47.8952,13.9685,172.0442,12117.322,18402.8754,15.8297,0.13939,253.026,-29.4278,73.8616,83.8739,13.5329,24.0,55.0,0,0,1,1,1
VIRTUAL-0228,1,26.9737,14.0953,218.2471,10053.6463,15668.3325,19.6086,0.83112,257.0775,-13.362,75.543,33.5981,12.4376,96.0,65.0,0,0,1,1,1
VIRTUAL-0229,1,25.8886,12.141,57.585,5548.4466,7820.3068,25.6054,0.1684,268.828,-34.3342,75.5252,38.5198,9.0075,120.0,55.0,1,1,1,1,0
VIRTUAL-0230,1,48.2311,12.837,98.1731,11448.6392,17679.6189,11.269,0.14899,235.8452,-33.7011,98.6362,46.9616,10.6873,0.0,54.0,0,0,1,1,1
VIRTUAL-0231,1,57.5588,22.0498,108.1709,16554.9536,25846.2808,82.3777,0.40164,117.31,-21.486,84.0765,75.3085,17.6528,216.0,65.0,0,0,1,1,1
VIRTUAL-0232,1,43.2137,15.8037,79.1563,11606.2442,18725.9068,64.3974,0.96262,170.6595,-29.0844,97.5036,95.1336,13.0209,168.0,65.0,0,0,1,1,0
VIRTUAL-0233,1,50.5464,13.5768,182.1837,7860.3132,10902.0252,84.8356,0.53884,115.1651,-56.482,59.7618,91.7039,10.1316,0.0,54.0,0,1,1,1,0
VIRTUAL-0234,1,35.8309,19.2778,162.2889,14352.0448,21549.6609,32.311,0.89226,260.6805,-28.8957,70.7515,50.7172,16.1541,240.0,65.0,0,1,1,1,0
VIRTUAL-0235,1,27.7631,13.1897,163.8235,4271.2589,6513.0501,58.0988,0.78444,213.5188,-54.6726,67.6476,92.5513,11.8501,168.0,55.0,0,1,0,1,1
VIRTUAL-0236,1,47.0695,13.9108,187.4042,12090.8369,18665.3663,68.2307,0.70803,135.1113,-13.7381,82.7502,52.8047,11.9873,0.0,54.0,0,1,1,1,1
VIRTUAL-0237,0,15.147,16.2588,162.2642,15592.4502,23956.8531,13.282,0.97176,328.203,-10.9042,90.1074,30.0275,15.4807,96.0,65.0,0,1,0,1,1
VIRTUAL-0238,0,25.7213,16.4631,64.3769,14275.3979,23118.2494,69.9989,0.96659,175.7431,-34.3984,75.3517,36.5715,14.7187,120.0,55.0,1,0,1,0,1
VIRTUAL-0239,1,41.425,13.3716,213.9968,4509.1682,7943.385,36.9001,0.22153,216.5451,-16.5984,66.3311,32.043,10.7029,216.0,67.0,0,1,1,1,1
VIRTUAL-0240,1,27.8047,12.9887,208.7369,9073.4384,13503.9945,34.698,0.66481,238.1194,-51.0435,57.9079,42.3127,12.099,96.0,55.0,1,1,1,1,1
VIRTUAL-0241,0,22.3048,15.3657,80.6545,8538.7091,11335.3628,13.751,0.51229,270.3136,-39.2608,58.1729,93.7682,11.9464,240.0,65.0,1,1,1,1,1
VIRTUAL-0242,1,62.5633,22.3175,144.4597,16886.5447,26746.2692,80.0184,0.28876,132.9208,-34.6121,90.8577,79.2141,18.5739,120.0,65.0,0,1,1,1,1
VIRTUAL-0243,1,38.1928,14.8626,93.1344,13315.4085,19987.9084,49.2546,0.76494,214.531,-24.3351,79.3403,70.7412,13.3755,72.0,55.0,1,1,1,0,1
VIRTUAL-0244,0,30.7666,14.778,182.3698,5508.9926,6367.2808,62.0086,0.48594,153.2852,-49.0742,81.2767,88.1343,10.8405,120.0,65.0,1,1,1,1,0
VIRTUAL-0245,1,38.8583,11.7889,117.1432,8816.5913,12428.972,46.4888,0.97844,228.5871,-30.8288,82.1623,38.0843,11.6718,48.0,55.0,0,1,0,1,1
VIRTUAL-0246,1,32.8053,15.3912,123.4443,10215.9817,16092.7223,37.9353,0.23131,234.7754,-12.1946,83.0365,27.2121,12.012,120.0,65.0,0,1,1,1,1
VIRTUAL-0247,1,39.5726,14.3919,74.5417,14279.3975,22459.8376,15.9668,0.97543,299.3814,-32.0067,62.7497,85.1953,10.4439,0.0,55.0,0,0,1,1,0
VIRTUAL-0248,1,45.0174,13.1021,113.0378,10606.8433,15794.0227,71.4486,0.68422,141.3447,-28.4956,86.3322,38.5183,11.8148,0.0,54.0,0,1,0,1,0
VIRTUAL-0249,1,36.7085,15.5771,86.0719,10865.8973,16607.7801,82.5054,0.5165,141.7488,-57.4268,69.8856,22.8609,15.8845,216.0,65.0,0,0,0,0,0
VIRTUAL-0250,0,28.9082,13.9064,84.008,8667.3653,13034.6139,55.2353,0.78099,225.4493,-38.1455,81.1465,64.3054,10.27,96.0,55.0,0,0,1,1,0
VIRTUAL-0251,1,40.633,15.7055,135.3708,13538.932,21259.0069,25.0133,0.99812,282.4262,-45.0824,57.3033,93.562,14.3889,72.0,55.0,0,1,0,1,1
VIRTUAL-0252,1,43.4558,15.3635,126.9144,13446.8646,19563.2891,39.8611,0.87186,236.38,-27.9012,64.2401,46.7892,12.8758,72.0,55.0,1,1,0,1,0
VIRTUAL-0253,1,40.6354,15.9914,208.2516,12713.997,19345.3166,81.5597,0.59556,146.558,-48.2559,61.0093,95.745,13.6032,96.0,55.0,0,1,0,1,0
VIRTUAL-0254,1,56.8984,17.0296,216.9078,17015.2633,28418.6256,39.1686,0.78963,217.7822,-57.7214,80.3744,59.6538,19.0287,72.0,55.0,1,1,1,1,1
VIRTUAL-0255,1,31.8921,11.0044,156.4266,7883.5059,11660.2179,14.1075,0.26549,284.94,-38.2051,57.3486,36.9565,9.9099,48.0,55.0,0,1,1,0,1
VIRTUAL-0256,0,46.079,17.8921,208.4786,9195.5785,13487.9276,69.1089,0.24683,161.2607,-59.4604,75.0963,96.8008,14.0282,168.0,65.0,0,0,1,1,0
VIRTUAL-0257,0,63.1267,23.124,184.552,17757.3428,25699.9499,71.929,0.24642,158.8958,-35.1239,75.9235,76.6769,17.6567,168.0,65.0,0,1,1,1,1
VIRTUAL-0258,1,50.6542,13.2661,155.8375,8960.4733,12478.2786,70.2432,0.4081,153.2512,-47.8595,93.3503,23.3424,11.7417,72.0,55.0,0,1,1,1,1
VIRTUAL-0259,1,48.6178,17.2259,167.8694,14305.4693,22492.0588,72.2356,0.64858,143.687,-36.603,68.0643,68.8939,15.5866,216.0,65.0,1,1,0,1,0
VIRTUAL-0260,1,27.228,9.8939,190.3548,6299.3443,8983.6774,27.3477,0.60495,287.33,-48.3096,65.469,21.8998,9.5361,24.0,54.0,0,0,1,1,0
VIRTUAL-0261,1,30.6938,13.8206,87.7064,4491.7124,7433.0472,57.5887,0.70808,204.7906,-48.2416,78.7456,35.6758,10.8152,216.0,65.0,0,1,0,1,1
VIRTUAL-0262,0,17.541,11.8315,210.9792,7424.5003,10183.8373,6.3543,0.7193,320.1567,-26.9174,73.2796,22.7558,11.5011,168.0,65.0,0,1,1,1,1
VIRTUAL-0263,1,37.5904,14.0531,90.51,10366.4864,15946.071,43.66,0.54456,236.9192,-40.5746,98.1692,61.3848,10.7571,96.0,55.0,0,0,1,1,0
VIRTUAL-0264,1,55.0151,18.2093,90.1407,13253.1653,20796.6586,37.8885,0.61731,246.5508,-45.8322,70.7039,85.186,13.4135,72.0,55.0,1,1,1,1,1
VIRTUAL-0265,1,56.8734,17.6943,54.2705,17000.2689,28124.2997,23.5365,0.85482,308.7234,-53.0743,89.8342,32.9355,17.5034,216.0,67.0,0,1,1,1,0
VIRTUAL-0266,1,11.7048,9.4741,105.427,8458.3304,10485.3533,15.1374,0.67595,293.3144,-11.83,57.0043,23.2975,9.1964,0.0,54.0,0,1,1,0,0
VIRTUAL-0267,0,33.1016,14.646,161.6911,7632.0546,11995.3054,30.2319,0.42509,270.298,-56.8469,93.6126,60.9225,13.5523,216.0,66.0,1,0,0,1,0
VIRTUAL-0268,1,36.9718,12.3945,81.6899,9113.2724,15404.6197,9.5175,0.76193,312.7449,-37.2704,82.332,82.6974,11.3445,24.0,54.0,0,0,1,1,1
VIRTUAL-0269,1,62.326,18.8997,124.6596,17277.8146,26368.4452,63.84,0.285,158.1666,-48.6902,60.9094,78.6735,14.9912,0.0,54.0,0,0,1,1,1
VIRTUAL-0270,1,48.0872,18.099,219.6125,17391.7804,26188.5066,37.9785,0.66707,215.9389,-38.292,82.2209,47.0112,19.2516,120.0,65.0,1,0,1,1,0
VIRTUAL-0271,1,46.6741,13.7614,101.0772,12887.5663,20234.5253,34.4648,0.17881,241.8752,-47.2368,58.5765,33.8742,10.5413,0.0,54.0,0,1,1,1,0
VIRTUAL-0272,1,57.0536,19.6685,86.1299,17839.8392,26687.9322,48.0436,0.10599,193.7676,-18.2568,83.8662,37.7416,16.5203,240.0,65.0,1,1,1,1,0
VIRTUAL-0273,1,31.8326,12.679,175.7425,4828.8368,7838.213,50.007,0.47975,186.239,-16.7822,98.3834,86.4358,9.3267,168.0,65.0,1,0,0,1,1
VIRTUAL-0274,1,24.2162,11.1993,148.4493,4412.0998,7696.9066,11.1177,0.32299,295.9407,-12.5647,93.8719,28.0344,9.1062,120.0,65.0,0,1,1,1,0
VIRTUAL-0275,1,42.3161,17.7067,61.371,15619.1688,24153.9916,40.158,0.78075,224.3258,-42.7659,79.6998,92.5325,14.9843,48.0,55.0,0,1,0,1,1
VIRTUAL-0276,0,39.7455,14.9413,195.5196,11841.5943,17856.5623,80.7248,0.20834,151.0943,-18.9176,59.8971,53.1526,15.8159,96.0,55.0,0,0,1,1,1
VIRTUAL-0277,1,59.5614,17.1353,92.1054,11335.5517,17276.6932,14.3432,0.35907,296.5753,-52.2832,97.0954,77.7331,14.4319,216.0,67.0,0,1,1,1,1
VIRTUAL-0278,1,33.9671,12.6738,76.6748,7329.3024,10824.0244,36.2129,0.49038,229.5675,-43.4108,73.4262,29.8078,10.1912,240.0,65.0,0,0,1,1,0
VIRTUAL-0279,1,32.4953,14.7765,91.4759,4002.7178,7120.4845,49.2235,0.63219,224.3309,-54.4827,89.1082,74.0281,8.771,168.0,65.0,0,1,1,1,1
VIRTUAL-0280,1,40.8726,15.3595,123.591,8746.4775,12347.6631,79.4665,0.50567,129.2982,-13.284,90.8608,83.7153,11.2128,120.0,55.0,1,0,1,1,0
VIRTUAL-0281,1,68.1333,20.3125,212.6438,15460.4167,23668.6643,60.9385,0.63508,171.1302,-36.2225,75.2054,88.1617,19.465,240.0,67.0,1,1,1,1,0
VIRTUAL-0282,1,30.7289,13.7072,212.686,7149.0422,11697.7895,67.1289,0.42356,152.4408,-51.4622,67.9956,28.4168,10.8477,120.0,55.0,0,1,1,1,0
VIRTUAL-0283,1,35.9691,18.3779,209.1026,16249.8239,25507.211,77.0416,0.96031,157.0294,-14.065,66.8526,38.7441,17.2877,48.0,54.0,0,1,1,0,1
VIRTUAL-0284,1,64.1537,17.7653,156.3302,16882.0001,25339.5834,89.0313,0.54311,107.5007,-55.7963,58.2561,35.5661,15.0701,0.0,54.0,1,1,1,1,0
VIRTUAL-0285,1,40.7195,15.5131,128.2273,9888.7089,15806.278,30.9039,0.33811,248.4021,-38.8806,68.6009,57.692,12.3588,120.0,65.0,1,1,0,1,1
VIRTUAL-0286,1,49.4062,17.416,134.4633,13273.0162,19985.4422,68.0432,0.15309,157.0472,-12.1763,96.4141,95.6051,13.4784,96.0,55.0,0,1,1,1,0
VIRTUAL-0287,1,49.0982,19.2688,108.5445,13963.003,21882.6554,73.8949,0.73678,149.1553,-51.546,82.6228,77.0155,13.8471,96.0,55.0,0,1,1,1,0
VIRTUAL-0288,1,25.5475,13.5984,62.9483,5283.1498,7573.2234,12.79,0.72661,309.1655,-27.8731,93.1305,65.3292,10.2641,168.0,65.0,0,1,1,1,1
VIRTUAL-0289,1,53.7606,16.7273,102.2988,8170.9183,13280.0066,72.3833,0.58139,163.2308,-28.9592,64.0287,74.2362,10.3469,72.0,65.0,1,1,1,1,1
VIRTUAL-0290,1,52.2109,15.9275,53.9851,16256.9805,24775.186,40.998,0.64584,239.3153,-17.7814,89.2884,76.2554,14.7593,48.0,55.0,1,0,1,1,0
VIRTUAL-0291,1,15.7251,13.0431,209.1556,6068.4161,9633.648,30.741,0.79559,268.7723,-27.2668,62.9192,27.2474,10.2858,120.0,65.0,0,1,1,1,1
VIRTUAL-0292,0,36.5859,16.383,99.8906,11539.7318,17423.1744,34.5317,0.66636,259.4445,-13.1771,91.1164,99.2876,13.4735,216.0,65.0,0,0,1,1,1
VIRTUAL-0293,1,42.4338,17.9237,65.2931,13350.3335,21080.1007,39.6435,0.66988,241.5487,-34.477,98.8622,60.5211,12.9785,96.0,65.0,0,0,1,1,1
VIRTUAL-0294,0,41.8269,20.5095,205.7303,14897.7344,24763.9197,50.4827,0.34989,188.8223,-59.1444,81.5038,38.3409,18.8847,240.0,65.0,0,1,0,1,1
VIRTUAL-0295,1,48.1178,13.0298,139.678,14642.1018,21354.1714,7.2945,0.76522,299.2024,-52.4052,89.1989,50.4662,15.3173,72.0,55.0,0,1,1,1,0
VIRTUAL-0296,1,47.3733,12.6172,103.2973,8316.9628,13687.5845,86.6192,0.53418,123.5225,-27.6008,80.5068,58.9477,10.3699,0.0,54.0,0,0,0,1,1
